S.no,Application_Name,Customer_Initiated_Transactions_Volume_Mn,Customer_Initiated_Transactions_Value_Cr,B2C_Transactions_Volume_Mn,B2C_Transactions_Value_Cr,B2B_Transactions_Volume_Mn,B2B_Transactions_Value_Cr,Total_Volume_Mn,Total_Value_Cr,Year,Month
1710,Samsung Pay #,5.61,494.57,0.0,0.0,0.0,0.0,5.61,494.57,2024,feb
1711,IDFC First Bank Apps,5.54,1440.44,0.0,0.0,0.0,0.0,5.54,1440.44,2024,feb
1712,India Post Payments Bank Apps,5.38,608.29,0.0,0.0,0.0,0.0,5.38,608.29,2024,feb
1713,Jupiter Money #,5.0,669.43,0.0,0.0,0.0,0.0,5.0,669.43,2024,feb
1714,Standard Chartered Bank Apps,3.1,675.48,0.0,0.0,0.92,911.82,4.02,1587.3,2024,feb
1715,Slice #,3.98,471.27,0.0,0.0,0.0,0.0,3.98,471.27,2024,feb
1716,Deutsche Bank Apps,3.42,377.59,0.0,0.0,0.0,0.03,3.43,377.62,2024,feb
1717,RBL Bank Apps,2.62,485.29,0.0,0.01,0.2,88.75,2.82,574.05,2024,feb
1718,Canara Bank Apps,2.79,745.2,0.0,0.0,0.0,0.0,2.79,745.2,2024,feb
1719,Freecharge #,1.65,416.0,0.0,0.0,0.0,0.19,1.65,416.19,2024,feb
1720,Jio Payments Bank Apps,1.64,145.51,0.0,0.0,0.0,0.0,1.64,145.51,2024,feb
1721,IndusInd Bank Apps,1.46,272.43,0.0,0.0,0.0,0.0,1.46,272.43,2024,feb
1722,Navi #,1.42,68.62,0.0,0.0,0.0,0.0,1.42,68.62,2024,feb
1723,Punjab National Bank Apps,1.36,359.72,0.0,0.0,0.0,0.0,1.36,359.72,2024,feb
1724,Union Bank Of India Apps,1.2,483.59,0.0,0.0,0.0,0.0,1.2,483.59,2024,feb
1725,Omnicard #,1.15,38.18,0.0,0.0,0.0,0.0,1.15,38.18,2024,feb
1726,Bank of Baroda Apps,0.76,359.31,0.0,0.0,0.0,9.93,0.76,369.24,2024,feb
1727,Au Small Finance Bank Apps,0.73,276.63,0.0,0.0,0.0,0.0,0.73,276.63,2024,feb
1728,Central Bank of India Apps,0.72,165.64,0.0,0.0,0.0,0.0,0.72,165.64,2024,feb
1729,Kiwi #,0.55,81.25,0.0,0.0,0.0,0.0,0.55,81.25,2024,feb
1730,DBS Bank Apps,0.54,201.91,0.0,0.0,0.0,0.14,0.54,202.06,2024,feb
1731,Indian Bank Apps,0.42,112.76,0.0,0.0,0.01,47.33,0.42,160.09,2024,feb
1732,Timepay #,0.42,3.95,0.0,0.0,0.0,0.0,0.42,3.95,2024,feb
1733,Karnataka Bank Apps,0.41,85.93,0.0,0.0,0.0,0.0,0.41,85.93,2024,feb
1734,South Indian Bank Apps,0.36,104.62,0.0,0.0,0.0,0.0,0.36,104.62,2024,feb
1735,Shri Ram One #,0.35,31.2,0.0,0.0,0.0,0.0,0.35,31.2,2024,feb
1736,Fino Payments Bank Apps,0.3,38.14,0.0,0.0,0.0,0.0,0.3,38.14,2024,feb
1737,Bank of India Apps,0.24,91.81,0.0,0.0,0.0,0.0,0.24,91.81,2024,feb
1738,HSBC Bank Apps,0.21,116.46,0.0,0.06,0.0,0.0,0.21,116.52,2024,feb
1739,Tata Neu #,0.2,17.14,0.0,0.0,0.0,0.0,0.2,17.14,2024,feb
1740,Fave #,0.19,36.57,0.0,0.0,0.0,0.0,0.19,36.57,2024,feb
1741,UCO Bank Apps,0.17,61.26,0.0,0.0,0.0,0.0,0.17,61.26,2024,feb
1742,Tamilnad Mercantile Bank Apps,0.12,32.14,0.0,0.0,0.0,0.0,0.12,32.14,2024,feb
1743,Indian Overseas Bank Apps,0.11,29.06,0.0,0.0,0.0,0.0,0.11,29.06,2024,feb
1744,Digikhata #,0.1,35.77,0.0,0.0,0.0,0.0,0.1,35.77,2024,feb
1745,LivQuik Apps #,0.09,28.75,0.0,0.0,0.0,0.0,0.09,28.75,2024,feb
1746,City Union Bank Apps,0.08,24.75,0.0,0.0,0.0,0.0,0.08,24.75,2024,feb
1747,Citi Bank Apps,0.07,70.14,0.0,0.0,0.0,0.0,0.07,70.14,2024,feb
1748,IDBI Bank Apps,0.06,32.49,0.0,0.0,0.0,0.0,0.06,32.49,2024,feb
1749,Dhani #,0.05,3.38,0.0,0.0,0.0,0.0,0.05,3.38,2024,feb
1750,NSDL Payments Bank Apps,0.05,6.59,0.0,0.0,0.0,0.0,0.05,6.59,2024,feb
1751,Karur Vysya Bank Apps,0.04,15.42,0.0,0.0,0.0,0.0,0.04,15.42,2024,feb
1752,Bank of Maharashtra Apps,0.04,7.68,0.0,0.0,0.0,0.0,0.04,7.68,2024,feb
1753,Equitas Small Apps,0.04,24.46,0.0,0.0,0.0,0.0,0.04,24.46,2024,feb
1754,Flipkart UPI #,0.03,0.68,0.0,0.0,0.0,0.0,0.03,0.68,2024,feb
1755,Punjab And Sind Bank Apps,0.02,10.71,0.0,0.0,0.0,0.0,0.02,10.71,2024,feb
1756,Cheq,0.02,1.54,0.0,0.0,0.0,0.0,0.02,1.54,2024,feb
1757,Niyo Global #,0.02,4.04,0.0,0.0,0.0,0.0,0.02,4.04,2024,feb
1758,CBDC,0.83,61.46,0.0,0.0,0.1,2.67,0.94,64.13,2024,feb
1759,Others,0.03,12.13,0.0,0.0,0.0,2.04,0.03,14.17,2024,feb
1760,PhonePe,6502.15,1002387.84,0.0,0.0,0.0,0.0,6502.15,1002387.84,2024,mar
1761,Google Pay,5061.18,695196.05,0.0,0.0,0.0,0.0,5061.18,695196.05,2024,mar
1762,Paytm,1210.64,133707.06,0.0,0.01,0.0,0.0,1230.04,134406.85,2024,mar
1763,Cred,132.31,44991.57,0.0,0.0,0.0,0.0,132.31,44991.57,2024,mar
1764,Axis Bank Apps,13.59,3044.92,81.0,4389.01,0.01,1.99,94.6,7435.92,2024,mar
1765,Amazon Pay,65.35,6772.89,0.0,0.0,0.0,0.0,65.35,6772.89,2024,mar
1766,ICICI Bank Apps,33.54,14491.28,4.54,397.58,7.9,11608.08,45.98,26496.95,2024,mar
1767,Fampay,43.69,528.01,0.0,0.0,0.0,0.0,43.69,528.01,2024,mar
1768,Kotak Mahindra Bank Apps,39.14,5763.37,0.0,0.0,0.0,0.0,39.14,5763.37,2024,mar
1769,HDFC Bank Apps,33.07,7289.09,1.95,3.72,0.01,0.26,35.03,7293.07,2024,mar
1770,WhatsApp,31.21,2536.99,0.0,0.0,0.0,0.0,31.21,2536.99,2024,mar
1771,BHIM,30.04,8339.37,0.0,0.0,0.0,0.0,30.04,8339.37,2024,mar
1772,Yes Bank Apps,24.13,13833.3,0.0,0.0,0.32,35.8,24.45,13869.1,2024,mar
1773,Airtel Payments Bank Apps,15.64,1162.62,0.0,0.0,0.0,0.2,16.01,1207.02,2024,mar
1774,Bajaj Finserv,15.81,2803.2,0.0,0.0,0.0,0.0,15.81,2803.2,2024,mar
1775,Mobikwik,8.27,2190.01,0.0,0.0,0.0,0.0,8.27,2190.01,2024,mar
1776,India Post Payments Bank Apps,6.82,851.01,0.0,0.0,0.0,0.0,6.82,851.01,2024,mar
1777,Groww,6.72,3539.14,0.0,0.0,0.0,0.0,6.72,3539.14,2024,mar
1778,State Bank of India Apps,6.59,2394.79,0.0,0.0,0.04,1.08,6.63,2395.88,2024,mar
1779,IDFC Bank Apps,6.41,1581.28,0.0,0.0,0.0,0.0,6.41,1581.28,2024,mar
1780,Samsung Pay,6.24,530.8,0.0,0.0,0.0,0.0,6.24,530.8,2024,mar
1781,Jupiter,5.57,709.07,0.0,0.0,0.0,0.0,5.57,709.07,2024,mar
1782,Flipkart,5.0,197.24,0.0,0.0,0.0,0.0,5.0,197.24,2024,mar
1783,Deutsche Bank Apps,3.3,453.57,0.0,0.0,0.0,0.02,3.3,453.59,2024,mar
1784,Federal Bank Apps,6.11,806.45,0.0,0.0,0.0,0.01,6.11,806.46,2024,mar
1785,Canara Bank Apps,3.1,798.84,0.0,0.0,0.0,0.0,3.1,798.84,2024,mar
1786,Navi,3.0,94.29,0.0,0.0,0.0,0.0,3.0,94.29,2024,mar
1787,Slice,5.22,538.12,0.0,0.0,0.0,0.0,5.22,538.12,2024,mar
1788,Jio Payments Bank Apps,1.87,161.87,0.0,0.0,0.0,0.0,1.87,161.87,2024,mar
1789,Indian Bank Apps,1.85,340.92,0.0,0.0,0.01,43.86,1.86,384.79,2024,mar
1790,RBL Bank Apps,1.56,366.34,0.0,0.02,0.27,99.89,1.83,466.25,2024,mar
1791,Punjab National Bank Apps,1.67,411.13,0.0,0.0,0.0,0.0,1.67,411.13,2024,mar
1792,Timepay,1.37,18.5,0.0,0.0,0.0,0.02,1.37,18.52,2024,mar
1793,Union Bank Apps,1.35,517.15,0.0,0.0,0.0,0.01,1.35,517.16,2024,mar
1794,Omnicard,1.29,44.84,0.0,0.0,0.0,0.0,1.29,44.84,2024,mar
1795,Bank of Baroda Apps,0.95,419.08,0.0,0.0,0.0,7.73,0.95,426.81,2024,mar
1796,Central Bank of India Apps,0.86,195.46,0.0,0.0,0.0,0.0,0.86,195.46,2024,mar
1797,AU Small Finance Bank Apps,0.78,279.91,0.0,0.0,0.0,0.0,0.78,279.91,2024,mar
1798,Gokiwi,0.7,100.1,0.0,0.0,0.0,0.0,0.7,100.1,2024,mar
1799,DBS Digibank Apps,0.51,202.89,0.0,0.0,0.0,0.29,0.51,203.18,2024,mar
1800,Shriram One,0.48,38.71,0.0,0.0,0.0,0.0,0.48,38.71,2024,mar
1801,South Indian Bank Apps,0.4,120.88,0.0,0.0,0.0,0.0,0.4,120.88,2024,mar
1802,Fino Payments bank Apps,0.39,50.97,0.0,0.0,0.0,0.0,0.39,50.97,2024,mar
1803,IndusInd Bank Apps,1.39,228.02,0.0,0.0,0.0,0.12,1.39,228.14,2024,mar
1804,HSBC Bank Apps,0.31,138.16,0.0,0.06,0.0,0.0,0.31,138.22,2024,mar
1805,TataNeu,0.25,25.46,0.0,0.0,0.0,0.0,0.25,25.46,2024,mar
1806,Bank of India Apps,0.2,78.81,0.0,0.0,0.0,0.0,0.2,78.81,2024,mar
1807,Standard Chartered Bank Apps,0.19,115.77,0.0,0.0,0.0,1.11,0.19,116.88,2024,mar
1808,Dhani,0.19,5.98,0.0,0.0,0.0,0.0,0.19,5.98,2024,mar
1809,UCO Bank Apps,0.18,56.32,0.0,0.0,0.0,0.0,0.18,56.32,2024,mar
1810,Karnataka Bank Apps,0.16,25.58,0.0,0.0,0.0,0.0,0.16,25.58,2024,mar
1811,Jupiter Edge,0.14,32.22,0.0,0.0,0.0,0.0,0.14,32.22,2024,mar
1812,Digikhata,0.13,48.01,0.0,0.0,0.0,0.0,0.13,48.01,2024,mar
1813,Indian Overseas Bank Apps,0.11,30.44,0.0,0.0,0.0,0.0,0.11,30.44,2024,mar
1814,Tamilnad Mercantile Bank Apps,0.1,28.72,0.0,0.0,0.0,0.0,0.1,28.72,2024,mar
1815,Ultracash,0.09,6.57,0.0,0.0,0.0,0.0,0.09,6.57,2024,mar
1816,Citi Bank Apps,0.09,66.7,0.0,0.0,0.0,0.01,0.09,66.71,2024,mar
1817,City Union Bank Apps,0.08,26.73,0.0,0.0,0.0,0.0,0.08,26.73,2024,mar
1818,NSDL Payments Bank Apps,0.07,10.57,0.0,0.0,0.0,0.0,0.07,10.57,2024,mar
1819,Bank of Maharashtra Apps,0.05,11.6,0.0,0.0,0.0,0.07,0.05,11.67,2024,mar
1820,Karur Vysya Bank Apps,0.05,17.68,0.0,0.0,0.0,0.0,0.05,17.68,2024,mar
1821,Equitas Small Finance Bank Apps,0.04,26.62,0.0,0.0,0.0,0.0,0.04,26.62,2024,mar
1822,MakeMyTrip,0.03,18.75,0.0,0.0,0.0,0.0,0.03,18.75,2024,mar
1823,Go Niyo,0.03,12.86,0.0,0.0,0.0,0.0,0.03,12.86,2024,mar
1824,Allahabad Bank Apps,0.03,6.32,0.0,0.0,0.0,0.0,0.03,6.32,2024,mar
1825,Other Apps,1.07,109.12,0.0,0.0,0.14,3.94,1.21,113.06,2024,mar
1826,PhonePe,6500.14,1001679.63,0.0,0.0,0.0,0.0,6500.14,1001679.63,2024,apr
1827,Google Pay,5027.32,694189.68,0.0,0.0,0.0,0.0,5027.32,694189.68,2024,apr
1828,Paytm,1117.13,122554.24,0.0,0.01,0.0,0.0,1117.13,122554.25,2024,apr
1829,Cred,138.46,43233.21,0.0,0.0,0.0,0.0,138.46,43233.21,2024,apr
1830,Axis Bank Apps,13.53,3313.28,56.27,3168.22,0.01,1.74,69.8,6483.24,2024,apr
1831,Amazon Pay,64.33,6784.82,0.0,0.0,0.0,0.0,64.33,6784.82,2024,apr
1832,ICICI Bank Apps,35.39,14357.18,3.57,336.49,8.45,11945.21,47.41,26638.88,2024,apr
1833,Fampay,46.64,588.0,0.0,0.0,0.0,0.0,46.64,588.0,2024,apr
1834,Kotak Mahindra Bank Apps,41.54,6101.88,0.0,0.0,0.0,0.0,41.54,6101.88,2024,apr
1835,HDFC Bank Apps,35.99,7689.44,0.0,0.0,0.01,0.32,35.99,7689.76,2024,apr
1836,WhatsApp,34.12,2815.68,0.0,0.0,0.0,0.0,34.12,2815.68,2024,apr
1837,BHIM,25.48,8670.52,0.0,0.0,0.0,0.0,25.48,8670.52,2024,apr
1838,Yes Bank Apps,21.99,11978.36,0.0,0.0,0.27,31.04,22.26,12009.4,2024,apr
1839,Airtel Payments Bank Apps,16.19,1243.65,0.0,0.0,0.0,0.4,16.19,1244.14,2024,apr
1840,Navi,15.1,402.92,0.0,0.0,0.0,0.0,15.1,402.92,2024,apr
1841,Bajaj Finserv,10.29,1819.55,0.0,0.0,0.0,0.0,10.29,1819.55,2024,apr
1842,Mobikwik,9.76,2248.19,0.0,0.0,0.0,0.0,9.76,2248.19,2024,apr
1843,Groww,8.02,5452.72,0.0,0.0,0.0,0.0,8.02,5452.72,2024,apr
1844,Slice,7.51,608.62,0.0,0.0,0.0,0.0,7.51,608.62,2024,apr
1845,State Bank of India Apps,6.49,2385.64,0.0,0.0,0.04,1.14,6.53,2386.79,2024,apr
1846,IDFC Bank Apps,6.45,1581.78,0.0,0.0,0.0,0.0,6.45,1581.78,2024,apr
1847,Samsung Pay,6.3,527.4,0.0,0.0,0.0,0.0,6.3,527.4,2024,apr
1848,Federal Bank Apps,6.14,821.8,0.0,0.0,0.0,0.0,6.14,821.8,2024,apr
1849,Jupiter,5.92,710.69,0.0,0.0,0.0,0.0,5.92,710.69,2024,apr
1850,India Post Payments Bank Apps,5.08,687.52,0.0,0.0,0.0,0.0,5.08,687.52,2024,apr
1851,Flipkart UPI,3.46,174.73,0.0,0.0,0.0,0.0,3.46,174.73,2024,apr
1852,Deutsche Bank Apps,3.28,441.56,0.0,0.0,0.0,0.02,3.28,441.58,2024,apr
1853,Canara Bank Apps,3.03,812.15,0.0,0.0,0.0,0.0,3.03,812.15,2024,apr
1854,Timepay,2.15,24.14,0.0,0.0,0.0,0.1,2.16,24.25,2024,apr
1855,Jio Payments Bank Apps,1.87,164.17,0.0,0.0,0.0,0.0,1.87,164.17,2024,apr
1856,Punjab National Bank Apps,1.66,419.99,0.0,0.0,0.0,0.0,1.66,419.99,2024,apr
1857,RBL Bank Apps,1.46,529.18,0.0,0.01,0.11,117.1,1.57,646.29,2024,apr
1858,Indian Bank Apps,1.5,310.69,0.0,0.0,0.0,6.71,1.5,317.4,2024,apr
1859,Union Bank Apps,1.25,525.02,0.0,0.0,0.0,0.0,1.25,525.02,2024,apr
1860,Omnicard,1.06,37.27,0.0,0.0,0.0,0.0,1.06,37.27,2024,apr
1861,Bank of Baroda Apps,0.99,459.5,0.0,0.0,0.0,8.27,0.99,467.77,2024,apr
1862,Central Bank of India Apps,0.89,204.45,0.0,0.0,0.0,0.0,0.89,204.45,2024,apr
1863,AU Small Finance Bank Apps,0.8,257.99,0.0,0.0,0.0,0.0,0.8,257.99,2024,apr
1864,Go Kiwi,0.58,92.87,0.0,0.0,0.0,0.0,0.58,92.87,2024,apr
1865,DBS Digibank Apps,0.46,182.52,0.0,0.0,0.0,0.38,0.47,182.89,2024,apr
1866,South Indian Bank Apps,0.43,129.71,0.0,0.0,0.0,0.0,0.43,129.71,2024,apr
1867,Shriram One,0.4,37.49,0.0,0.0,0.0,0.0,0.4,37.49,2024,apr
1868,Fino Payments bank Apps,0.35,49.47,0.0,0.0,0.0,0.0,0.35,49.47,2024,apr
1869,IndusInd Bank Apps,1.06,191.64,0.0,0.0,0.0,0.26,1.06,191.9,2024,apr
1870,HSBC Bank Apps,0.32,126.55,0.0,0.05,0.0,0.0,0.32,126.59,2024,apr
1871,TataNeu,0.32,34.06,0.0,0.0,0.0,0.0,0.32,34.06,2024,apr
1872,Bank of India Apps,0.21,87.25,0.0,0.0,0.0,0.0,0.21,87.25,2024,apr
1873,Standard Chartered Bank Apps,0.16,105.48,0.0,0.0,0.0,0.03,0.16,105.51,2024,apr
1874,UCO Bank Apps,0.16,54.3,0.0,0.0,0.0,0.0,0.16,54.3,2024,apr
1875,Digikhata,0.15,51.08,0.0,0.0,0.0,0.0,0.15,51.08,2024,apr
1876,Karnataka Bank Apps,0.15,27.18,0.0,0.0,0.0,0.0,0.15,27.18,2024,apr
1877,Jupiter Edge,0.14,22.88,0.0,0.0,0.0,0.0,0.14,22.88,2024,apr
1878,Dhani,0.13,7.44,0.0,0.0,0.0,0.0,0.13,7.44,2024,apr
1879,Indian Overseas Bank Apps,0.11,30.1,0.0,0.0,0.0,0.0,0.11,30.1,2024,apr
1880,Ultracash,0.09,6.16,0.0,0.0,0.0,0.0,0.09,6.16,2024,apr
1881,Tamilnad Mercantile Bank Apps,0.09,24.69,0.0,0.0,0.0,0.0,0.09,24.69,2024,apr
1882,City Union Bank Apps,0.08,26.6,0.0,0.0,0.0,0.0,0.08,26.6,2024,apr
1883,NSDL Payments Bank Apps,0.08,11.88,0.0,0.0,0.0,0.0,0.08,11.88,2024,apr
1884,Citi Bank Apps,0.06,69.18,0.0,0.0,0.0,0.01,0.06,69.19,2024,apr
1885,IDBI Bank Apps,0.06,20.15,0.0,0.0,0.0,0.0,0.06,20.15,2024,apr
1886,Bank of Maharashtra Apps,0.06,13.96,0.0,0.0,0.0,0.1,0.06,14.06,2024,apr
1887,Karur Vysya Bank Apps,0.05,18.94,0.0,0.0,0.0,0.0,0.05,18.94,2024,apr
1888,MakeMyTrip,0.04,19.32,0.0,0.0,0.0,0.0,0.04,19.32,2024,apr
1889,Go Niyo,0.04,16.77,0.0,0.0,0.0,0.0,0.04,16.77,2024,apr
1890,Equitas Small Finance Bank Apps,0.03,25.52,0.0,0.0,0.0,0.0,0.03,25.52,2024,apr
1891,Punjab Sind Bank Apps,0.03,12.15,0.0,0.0,0.0,0.0,0.03,12.15,2024,apr
1892,Allahabad Bank Apps,0.02,6.18,0.0,0.0,0.0,0.0,0.02,6.18,2024,apr
1893,Fave,0.02,1.16,0.0,0.0,0.0,0.0,0.02,1.16,2024,apr
1894,Cheq,0.01,1.13,0.0,0.0,0.0,0.0,0.01,1.13,2024,apr
1895,Other Apps,1.03,108.18,0.0,0.0,0.15,4.42,1.18,112.6,2024,apr
1896,PhonePe,6831.92,1033588.8,0.0,0.0,0.0,0.0,6831.92,1033588.8,2024,may
1897,Google Pay,5219.56,723315.7,0.0,0.0,0.0,0.0,5219.56,723315.7,2024,may
1898,Paytm (OCL),1140.01,124704.79,0.0,0.0,0.0,0.0,1140.01,124704.8,2024,may
1899,Cred,140.08,47547.15,0.0,0.0,0.0,0.0,140.08,47547.15,2024,may
1900,Amazon Pay,68.34,7419.41,0.0,0.0,0.0,0.0,68.34,7419.41,2024,may
1901,Axis Bank Apps,14.15,3722.58,49.93,2184.74,0.01,2.89,64.08,5910.2,2024,may
1902,ICICI Bank Apps,38.5,15332.69,4.22,449.37,9.37,12661.97,52.1,28444.03,2024,may
1903,FamApp by Trio,50.1,630.89,0.0,0.0,0.0,0.0,50.1,630.89,2024,may
1904,Kotak Mahindra Bank Apps,43.41,6178.23,0.0,0.0,0.0,0.0,43.41,6178.23,2024,may
1905,WhatsApp,36.45,2938.72,0.0,0.0,0.0,0.0,36.45,2938.72,2024,may
1906,HDFC Bank Apps,35.4,8104.06,0.02,0.06,0.01,0.32,35.43,8104.44,2024,may
1907,Navi,29.72,958.09,0.0,0.0,0.0,0.0,29.72,958.09,2024,may
1908,BHIM,23.43,8095.99,0.0,0.0,0.0,0.0,23.43,8095.99,2024,may
1909,Yes Bank Apps,22.48,10939.53,0.0,0.0,0.26,32.11,22.75,10971.64,2024,may
1910,Airtel Payments Bank Apps,17.29,1329.67,0.0,0.0,0.0,0.48,17.29,1330.15,2024,may
1911,Mobikwik,11.12,2536.09,0.0,0.0,0.0,0.0,11.12,2536.09,2024,may
1912,Groww,10.15,7086.12,0.0,0.0,0.0,0.0,10.15,7086.12,2024,may
1913,Bajaj Finserv,9.55,1685.51,0.0,0.0,0.0,0.0,9.55,1685.51,2024,may
1914,Slice,9.05,646.12,0.0,0.0,0.0,0.0,9.05,646.12,2024,may
1915,State Bank of India Apps,7.12,2494.2,0.0,0.0,0.0,0.0,7.12,2494.2,2024,may
1916,IDFC Bank Apps,6.99,1690.27,0.0,0.0,0.0,0.0,6.99,1690.27,2024,may
1917,Samsung Pay,6.56,547.28,0.0,0.0,0.0,0.0,6.56,547.28,2024,may
1918,Jupiter,6.07,769.1,0.0,0.0,0.0,0.0,6.07,769.1,2024,may
1919,Federal Bank Apps,5.95,811.83,0.0,0.0,0.0,0.0,5.95,811.83,2024,may
1920,India Post Payments Bank Apps,5.67,703.81,0.0,0.0,0.0,0.0,5.67,703.81,2024,may
1921,Flipkart,4.44,251.85,0.0,0.0,0.0,0.0,4.44,251.85,2024,may
1922,Canara Bank Apps,3.06,828.58,0.0,0.0,0.0,0.0,3.06,828.58,2024,may
1923,Deutsche Bank Apps,2.34,369.39,0.0,0.0,0.0,0.03,2.34,369.42,2024,may
1924,RBL Bank Apps,2.2,900.13,0.0,0.0,0.05,31.21,2.24,931.34,2024,may
1925,Jio Payments Bank Apps,2.02,170.98,0.0,0.0,0.0,0.0,2.02,170.98,2024,may
1926,Punjab National Bank Apps,1.74,444.5,0.0,0.0,0.0,0.0,1.74,444.5,2024,may
1927,Timepay,1.61,17.59,0.0,0.0,0.0,0.1,1.61,17.69,2024,may
1928,Indian Bank Apps,1.54,319.53,0.0,0.0,0.0,10.05,1.55,329.58,2024,may
1929,OmniCard,1.24,45.65,0.0,0.0,0.0,0.0,1.24,45.65,2024,may
1930,Union Bank Apps,1.19,505.23,0.0,0.0,0.0,0.0,1.19,505.24,2024,may
1931,Bank of Baroda Apps,1.02,456.55,0.0,0.0,0.0,7.31,1.02,463.85,2024,may
1932,Central Bank of India Apps,0.95,213.29,0.0,0.0,0.0,0.0,0.95,213.29,2024,may
1933,AU Small Finance Bank Apps,0.82,249.6,0.0,0.0,0.0,0.0,0.82,249.6,2024,may
1934,DBS Digibank Apps,0.48,192.6,0.0,0.0,0.0,0.49,0.48,193.09,2024,may
1935,South Indian Bank Apps,0.47,141.47,0.0,0.0,0.0,0.0,0.47,141.47,2024,may
1936,Jammu and Kashmir Bank Apps,0.43,64.02,0.0,0.0,0.0,0.0,0.43,64.02,2024,may
1937,Fino Payments bank Apps,0.38,53.86,0.0,0.0,0.0,0.0,0.38,53.86,2024,may
1938,HSBC Bank Apps,0.37,144.05,0.0,0.05,0.0,0.0,0.37,144.11,2024,may
1939,IndusInd Bank Apps,0.35,73.84,0.0,0.0,0.0,0.58,0.36,74.41,2024,may
1940,Shriram One,0.29,36.28,0.0,0.0,0.0,0.0,0.29,36.28,2024,may
1941,Bank of India Apps,0.21,81.09,0.0,0.0,0.0,0.0,0.21,81.09,2024,may
1942,UCO Bank Apps,0.2,65.61,0.0,0.0,0.0,0.0,0.2,65.61,2024,may
1943,Kiwi,0.18,36.03,0.0,0.0,0.0,0.0,0.18,36.03,2024,may
1944,TataNeu,0.18,25.1,0.0,0.0,0.0,0.0,0.18,25.1,2024,may
1945,Standard Chartered Bank Apps,0.16,114.4,0.0,0.0,0.0,0.02,0.16,114.42,2024,may
1946,Digikhata,0.16,52.29,0.0,0.0,0.0,0.0,0.16,52.29,2024,may
1947,Karnataka Bank Apps,0.16,30.0,0.0,0.0,0.0,0.0,0.16,30.0,2024,may
1948,Indian Overseas Bank Apps,0.12,34.43,0.0,0.0,0.0,0.0,0.12,34.43,2024,may
1949,Dhani,0.11,13.12,0.0,0.0,0.0,0.0,0.11,13.12,2024,may
1950,Ultracash,0.09,6.19,0.0,0.0,0.0,0.0,0.09,6.19,2024,may
1951,Tamilnad Mercantile Bank Apps,0.08,25.66,0.0,0.0,0.0,0.0,0.08,25.66,2024,may
1952,Citi Bank Apps,0.08,66.69,0.0,0.0,0.0,0.05,0.08,66.74,2024,may
1953,City Union Bank Apps,0.08,28.77,0.0,0.0,0.0,0.0,0.08,28.77,2024,may
1954,NSDL Payments Bank Apps,0.07,12.71,0.0,0.0,0.0,0.0,0.07,12.71,2024,may
1955,IDBI Bank Apps,0.07,27.32,0.0,0.0,0.0,0.0,0.07,27.32,2024,may
1956,Aditya Birla Capital Digital,0.05,1.84,0.0,0.0,0.0,0.0,0.05,1.84,2024,may
1957,Karur Vysya Bank Apps,0.05,20.63,0.0,0.0,0.0,0.0,0.05,20.63,2024,may
1958,Bank of Maharashtra Apps,0.05,10.37,0.0,0.0,0.0,0.12,0.05,10.49,2024,may
1959,Niyo Global,0.04,22.56,0.0,0.0,0.0,0.0,0.04,22.56,2024,may
1960,MakeMyTrip,0.04,18.12,0.0,0.0,0.0,0.0,0.04,18.12,2024,may
1961,Equitas Small Finance Bank Apps,0.04,25.35,0.0,0.0,0.0,0.0,0.04,25.35,2024,may
1962,Punjab Sind Bank Apps,0.03,12.97,0.0,0.0,0.0,0.0,0.03,12.97,2024,may
1963,Other Apps,1.15,145.19,0.0,0.0,0.14,3.74,1.29,148.93,2024,may
1964,PhonePe #,6716.09,1009064.99,0.0,0.0,0.0,0.0,6716.09,1009064.99,2024,jun
1965,Google Pay #,5103.99,707241.27,0.0,0.0,0.0,0.0,5103.99,707241.27,2024,jun
1966,Paytm,1104.89,120840.45,0.0,0.0,0.0,0.0,1104.89,120840.45,2024,jun
1967,Cred #,138.42,45720.01,0.0,0.0,0.0,0.0,138.42,45720.01,2024,jun
1968,Axis Bank Apps,14.14,3852.77,60.92,2755.96,0.01,5.3,75.07,6614.04,2024,jun
1969,Amazon Pay #,67.07,7377.3,0.0,0.0,0.0,0.0,67.07,7377.3,2024,jun
1970,ICICI Bank Apps,38.25,16692.52,4.2,462.22,9.2,12841.44,51.65,29996.18,2024,jun
1971,FamApp by Trio #,50.78,641.36,0.0,0.0,0.0,0.0,50.78,641.36,2024,jun
1972,Kotak Mahindra Bank Apps,42.65,6073.08,0.0,0.0,0.0,0.0,42.65,6073.08,2024,jun
1973,WhatsApp #,37.18,2923.79,0.0,0.0,0.0,0.0,37.18,2923.79,2024,jun
1974,Navi #,35.72,1769.66,0.0,0.0,0.0,0.0,35.72,1769.66,2024,jun
1975,HDFC Bank Apps,34.57,8166.94,0.03,0.08,0.0,0.27,34.6,8167.3,2024,jun
1976,BHIM,22.72,7965.69,0.0,0.0,0.0,0.0,22.72,7965.69,2024,jun
1977,Yes Bank Apps,22.28,9285.69,0.0,0.0,0.27,31.36,22.55,9317.05,2024,jun
1978,Airtel Payments Bank Apps,15.76,1191.68,0.0,0.0,0.0,0.39,15.76,1192.07,2024,jun
1979,Mobikwik #,11.59,2564.79,0.0,0.0,0.0,0.0,11.59,2564.79,2024,jun
1980,Groww #,11.26,9094.72,0.0,0.0,0.0,0.0,11.26,9094.72,2024,jun
