S.no,Application_Name,Customer_Initiated_Transactions_Volume_Mn,Customer_Initiated_Transactions_Value_Cr,B2C_Transactions_Volume_Mn,B2C_Transactions_Value_Cr,B2B_Transactions_Volume_Mn,B2B_Transactions_Value_Cr,Total_Volume_Mn,Total_Value_Cr,Year,Month
1171,Citi Bank Apps,0.1,54.2,0.0,0.0,0.0,0.0,0.07,54.2,2023,june
1172,Fave,0.1,4.6,0.0,0.0,0.0,0.0,0.07,4.6,2023,june
1173,Bajaj Finserv PPI,0.1,14.3,0.0,0.0,0.0,0.0,0.07,14.3,2023,june
1174,PINELABS,0.1,4.2,0.0,0.0,0.0,0.0,0.07,4.2,2023,june
1175,City Union Bank Apps,0.1,18.3,0.0,0.0,0.0,0.0,0.06,18.3,2023,june
1176,Kiwi,0.1,4.1,0.0,0.0,0.0,0.0,0.05,4.1,2023,june
1177,Indian Overseas Bank Apps,0.0,13.0,0.0,0.0,0.0,0.0,0.05,13.0,2023,june
1178,Ultracash,0.0,3.1,0.0,0.0,0.0,0.0,0.04,3.1,2023,june
1179,Karur Vysya Bank Apps,0.0,14.0,0.0,0.0,0.0,0.0,0.04,14.0,2023,june
1180,MakeMyTrip,0.0,18.2,0.0,0.0,0.0,0.0,0.03,18.2,2023,june
1181,Punjab Sind Bank Apps,0.0,12.6,0.0,0.0,0.0,0.0,0.03,12.6,2023,june
1182,Dhani,0.0,7.0,0.0,0.0,0.0,0.0,0.03,7.0,2023,june
1183,Equitas Small Finance Bank Apps,0.0,17.3,0.0,0.0,0.0,0.0,0.03,17.3,2023,june
1184,Allahabad Bank Apps,0.0,8.3,0.0,0.0,0.0,0.0,0.03,8.3,2023,june
1185,NSDL Payments Bank Apps,0.0,4.1,0.0,0.0,0.0,0.0,0.02,4.1,2023,june
1186,GoNiyo PPI,0.0,0.5,0.0,0.0,0.0,0.0,0.02,0.5,2023,june
1187,Utkarsh Small Finance Bank Apps,0.0,6.3,0.0,0.0,0.0,0.0,0.02,6.3,2023,june
1188,Jammu and Kashmir Bank Apps,0.0,2.4,0.0,0.0,0.0,0.0,0.01,2.4,2023,june
1189,Bandhan Bank Apps,0.0,3.1,0.0,0.0,0.0,0.0,0.01,3.1,2023,june
1190,Zomato,0.0,1.7,0.0,0.0,0.0,0.0,0.01,1.7,2023,june
1191,Dhanlaxmi Bank Apps,0.0,3.2,0.0,0.0,0.0,0.0,0.01,3.2,2023,june
1192,Bank of Maharashtra Apps,0.0,0.8,0.0,0.0,0.0,0.0,0.01,0.8,2023,june
1193,Others,0.0,11.8,0.0,0.0,0.0,0.0,0.0,11.8,2023,june
1194,PhonePe,4743.66,761247.87,0.0,0.0,0.0,0.0,4743.66,761247.87,2023,july
1195,Google Pay,3494.64,518095.1,0.0,0.0,0.0,0.0,3494.64,518095.1,2023,july
1196,Paytm Payments Bank App,1278.96,147723.3,1.4,4.19,0.57,887.53,1393.66,170767.35,2023,july
1197,Cred,80.34,30999.71,0.0,0.0,0.0,0.0,80.34,30999.71,2023,july
1198,Axis Bank Apps,9.77,1767.83,54.52,1447.04,0.01,2.16,64.3,3217.03,2023,july
1199,Amazon Pay,57.6,6163.84,0.0,0.0,0.0,0.0,57.6,6163.84,2023,july
1200,ICICI Bank Apps,24.47,8077.88,4.14,312.8,7.31,9379.69,35.92,17770.37,2023,july
1201,Yes Bank Apps,31.53,11419.73,0.0,0.0,0.48,83.07,32.01,11502.79,2023,july
1202,BHIM,24.94,8244.91,0.0,0.0,0.0,0.0,24.94,8244.91,2023,july
1203,Kotak Mahindra Bank Apps,18.56,3480.59,0.0,0.0,0.0,0.01,18.56,3480.6,2023,july
1204,WhatsApp,17.84,1598.67,0.0,0.0,0.0,0.0,17.84,1598.67,2023,july
1205,HDFC Bank Apps,17.77,4410.51,0.0,0.0,0.0,0.0,17.77,4410.51,2023,july
1206,Fampay,16.79,206.43,0.0,0.0,0.0,0.0,16.79,206.43,2023,july
1207,Bajaj Finserv,12.11,1740.97,0.0,0.0,0.0,0.0,12.11,1740.97,2023,july
1208,Airtel Payments Bank Apps,9.65,665.97,0.0,0.0,0.0,0.01,9.65,666.04,2023,july
1209,Samsung Pay,5.81,544.13,0.0,0.0,0.0,0.0,5.81,544.13,2023,july
1210,India Post Payments Bank Apps,5.43,587.75,0.0,0.0,0.0,0.0,5.43,587.75,2023,july
1211,Federal Bank Apps,5.19,665.11,0.0,0.0,0.0,0.0,5.19,665.11,2023,july
1212,State Bank of India Apps,4.99,2094.63,0.0,0.0,0.02,0.52,5.01,2095.15,2023,july
1213,IDFC Bank Apps,4.17,1121.41,0.0,0.0,0.0,0.0,4.17,1121.41,2023,july
1214,Standard Chartered Bank Apps,3.54,1606.29,0.0,0.0,0.6,523.09,4.14,2129.38,2023,july
1215,Mobikwik,3.79,1140.63,0.0,0.0,0.0,0.0,3.79,1140.63,2023,july
1216,Jupiter,3.27,466.39,0.0,0.0,0.0,0.0,3.27,466.39,2023,july
1217,Groww,2.81,2075.98,0.0,0.0,0.0,0.0,2.81,2075.98,2023,july
1218,Deutsche Bank Apps,1.83,175.5,0.0,0.0,0.0,0.02,1.83,175.52,2023,july
1219,Canara Bank Apps,1.73,514.02,0.0,0.0,0.0,0.0,1.73,514.02,2023,july
1220,Kiwi,1.53,52.51,0.0,0.0,0.0,0.0,1.53,52.51,2023,july
1221,Bank of Baroda Apps,1.34,477.16,0.0,0.0,0.0,0.0,1.34,477.16,2023,july
1222,Jio Payments Bank Apps,1.34,114.12,0.0,0.0,0.0,0.0,1.34,114.12,2023,july
1223,RBL Bank Apps,1.13,523.22,0.0,0.01,0.14,6.35,1.28,529.58,2023,july
1224,slice,0.94,301.0,0.0,0.0,0.0,0.0,0.94,301.0,2023,july
1225,Union Bank Apps,0.88,349.19,0.0,0.0,0.0,0.0,0.88,349.19,2023,july
1226,IndusInd Bank Apps,0.84,723.32,0.0,0.0,0.0,0.0,0.84,723.32,2023,july
1227,Punjab National Bank Apps,0.79,181.5,0.0,0.0,0.0,0.0,0.79,181.5,2023,july
1228,AU Small Finance Bank Apps,0.68,209.86,0.0,0.0,0.0,0.0,0.68,209.86,2023,july
1229,Omnicard,0.62,19.49,0.0,0.0,0.0,0.0,0.62,19.49,2023,july
1230,Karnataka Bank Apps,0.61,124.34,0.0,0.0,0.0,0.0,0.61,124.34,2023,july
1231,DBS Digibank Apps,0.44,179.34,0.0,0.0,0.0,0.37,0.44,179.72,2023,july
1232,Central Bank of India Apps,0.44,97.52,0.0,0.0,0.0,0.23,0.44,97.75,2023,july
1233,UCO Bank Apps,0.36,116.31,0.0,0.0,0.0,0.0,0.36,116.31,2023,july
1234,Indian Bank Apps,0.31,92.29,0.0,0.0,0.0,0.35,0.31,92.64,2023,july
1235,South Indian Bank Apps,0.25,73.83,0.0,0.0,0.0,0.0,0.25,73.83,2023,july
1236,Bank of India Apps,0.25,78.83,0.0,0.0,0.0,0.0,0.25,78.83,2023,july
1237,Fino Payments bank Apps,0.17,13.36,0.0,0.0,0.0,0.0,0.17,13.36,2023,july
1238,HSBC Bank Apps,0.16,96.44,0.0,0.08,0.0,0.0,0.16,96.52,2023,july
1239,Fave,0.12,7.56,0.0,0.0,0.0,0.0,0.12,7.56,2023,july
1240,Bajaj Finserv PPI,0.11,25.8,0.0,0.0,0.0,0.0,0.11,25.8,2023,july
1241,TataNeu,0.1,16.7,0.0,0.0,0.0,0.0,0.1,16.7,2023,july
1242,Tamilnad Mercantile Bank Apps,0.1,23.5,0.0,0.0,0.0,0.0,0.1,23.5,2023,july
1243,IDBI Bank Apps,0.07,37.4,0.0,0.0,0.0,0.0,0.07,37.4,2023,july
1244,Citi Bank Apps,0.07,61.36,0.0,0.0,0.0,0.0,0.07,61.36,2023,july
1245,Ultracash,0.07,5.01,0.0,0.0,0.0,0.0,0.07,5.01,2023,july
1246,City Union Bank Apps,0.07,20.96,0.0,0.0,0.0,0.0,0.07,20.96,2023,july
1247,Indian Overseas Bank Apps,0.07,18.01,0.0,0.0,0.0,0.0,0.07,18.01,2023,july
1248,Karur Vysya Bank Apps,0.04,16.34,0.0,0.0,0.0,0.0,0.04,16.34,2023,july
1249,MakeMyTrip,0.04,19.92,0.0,0.0,0.0,0.0,0.04,19.92,2023,july
1250,Dhani,0.03,7.81,0.0,0.0,0.0,0.0,0.03,7.81,2023,july
1251,Equitas Small Finance Bank Apps,0.03,18.9,0.0,0.0,0.0,0.0,0.03,18.9,2023,july
1252,Bank of Maharashtra Apps,0.03,5.66,0.0,0.0,0.0,0.0,0.03,5.66,2023,july
1253,Allahabad Bank Apps,0.03,8.73,0.0,0.0,0.0,0.0,0.03,8.73,2023,july
1254,Punjab Sind Bank Apps,0.03,12.72,0.0,0.0,0.0,0.0,0.03,12.72,2023,july
1255,NSDL Payments Bank Apps,0.03,4.56,0.0,0.0,0.0,0.0,0.03,4.56,2023,july
1256,Utkarsh Small Finance Bank Apps,0.02,6.24,0.0,0.0,0.0,0.0,0.02,6.24,2023,july
1257,Mobikwik PPI,0.02,3.63,0.0,0.0,0.0,0.0,0.02,3.63,2023,july
1258,Jammu and Kashmir Bank Apps,0.01,2.29,0.0,0.0,0.0,0.0,0.01,2.29,2023,july
1259,Zomato,0.01,0.66,0.0,0.0,0.0,0.0,0.01,0.66,2023,july
1260,Dhanlaxmi Bank Apps,0.01,2.87,0.0,0.0,0.0,0.0,0.01,2.87,2023,july
1261,Bandhan Bank Apps,0.01,0.98,0.0,0.0,0.0,0.0,0.01,0.98,2023,july
1262,Shriram,0.01,0.21,0.0,0.0,0.0,0.0,0.01,0.21,2023,july
1263,Others,0.03,11.05,0.0,0.0,0.0,0.0,0.03,11.05,2023,july
1264,PhonePe,4987.33,775265.57,0.0,0.0,0.0,0.0,4987.33,775265.57,2023,aug
1265,Google Pay,3767.68,538113.42,0.0,0.0,0.0,0.0,3767.68,538113.42,2023,aug
1266,Paytm Payments Bank App,1363.05,153577.58,1.86,5.06,0.59,939.0,1484.82,176804.51,2023,aug
1267,Cred,85.13,31926.2,0.0,0.0,0.0,0.0,85.13,31926.2,2023,aug
1268,Axis Bank Apps,9.37,1753.27,60.0,1275.96,0.05,7.88,69.43,3037.11,2023,aug
1269,Amazon Pay,54.02,5836.99,0.0,0.0,0.0,0.0,54.02,5836.99,2023,aug
1270,ICICI Bank Apps,25.85,9721.96,4.29,333.25,8.42,10943.9,38.57,20999.12,2023,aug
1271,Yes Bank Apps,28.51,11154.68,0.0,0.0,0.44,100.09,28.94,11254.77,2023,aug
1272,BHIM,24.61,7793.58,0.0,0.0,0.0,0.0,24.61,7793.58,2023,aug
1273,Kotak Mahindra Bank Apps,21.16,3675.16,0.0,0.0,0.01,2.88,21.17,3678.04,2023,aug
1274,FAM,20.27,235.89,0.0,0.0,0.0,0.0,20.27,235.89,2023,aug
1275,WhatsApp,19.7,1677.53,0.0,0.0,0.0,0.0,19.7,1677.53,2023,aug
1276,HDFC Bank Apps,18.94,4671.76,0.0,0.0,0.0,0.0,18.94,4671.76,2023,aug
1277,Bajaj Finserv,13.22,1995.11,0.0,0.0,0.0,0.0,13.22,1995.11,2023,aug
1278,Airtel Payments Bank Apps,10.2,699.21,0.0,0.0,0.0,0.0,10.2,699.27,2023,aug
1279,Samsung Pay,6.0,538.48,0.0,0.0,0.0,0.0,6.0,538.48,2023,aug
1280,Federal Bank Apps,5.7,700.65,0.0,0.0,0.0,0.01,5.7,700.66,2023,aug
1281,India Post Payments Bank Apps,5.56,498.37,0.0,0.0,0.0,0.0,5.56,498.37,2023,aug
1282,State Bank of India Apps,5.36,2104.14,0.0,0.0,0.02,0.67,5.39,2104.81,2023,aug
1283,Groww,4.74,2911.09,0.0,0.0,0.0,0.0,4.74,2911.09,2023,aug
1284,IDFC Bank Apps,4.36,1107.81,0.0,0.0,0.0,0.0,4.36,1107.81,2023,aug
1285,Mobikwik,3.96,1203.54,0.0,0.0,0.0,0.0,3.96,1203.54,2023,aug
1286,Jupiter,3.94,500.95,0.0,0.0,0.0,0.0,3.94,500.95,2023,aug
1287,Standard Chartered Bank Apps,3.31,369.55,0.0,0.0,0.28,144.89,3.59,514.44,2023,aug
1288,Deutsche Bank Apps,2.08,359.84,0.0,0.0,0.0,0.01,2.08,359.86,2023,aug
1289,Canara Bank Apps,1.64,492.29,0.0,0.0,0.0,0.0,1.64,492.29,2023,aug
1290,Jio Payments Bank Apps,1.42,113.65,0.0,0.0,0.0,0.0,1.42,113.65,2023,aug
1291,RBL Bank Apps,1.2,540.67,0.0,0.02,0.19,7.62,1.38,548.31,2023,aug
1292,Bank of Baroda Apps,1.27,462.61,0.0,0.0,0.0,4.23,1.27,466.84,2023,aug
1293,slice,0.96,306.89,0.0,0.0,0.0,0.0,0.96,306.89,2023,aug
1294,Union Bank Apps,0.9,324.77,0.0,0.0,0.0,0.0,0.9,324.77,2023,aug
1295,Punjab National Bank Apps,0.86,179.75,0.0,0.0,0.0,0.0,0.86,179.75,2023,aug
1296,IndusInd Bank Apps,0.85,391.31,0.0,0.0,0.0,0.0,0.85,391.31,2023,aug
1297,OMNI,0.77,25.2,0.0,0.0,0.0,0.0,0.77,25.2,2023,aug
1298,AU Small Finance Bank Apps,0.71,218.16,0.0,0.0,0.0,0.0,0.71,218.16,2023,aug
1299,KIWI,0.69,69.86,0.0,0.0,0.0,0.0,0.69,69.86,2023,aug
1300,Karnataka Bank Apps,0.65,127.83,0.0,0.0,0.0,0.0,0.65,127.83,2023,aug
1301,DBS Digibank Apps,0.46,173.89,0.0,0.0,0.0,0.18,0.46,174.06,2023,aug
1302,Central Bank of India Apps,0.45,96.12,0.0,0.0,0.0,0.29,0.45,96.41,2023,aug
1303,UCO Bank Apps,0.38,132.77,0.0,0.0,0.0,0.0,0.38,132.77,2023,aug
1304,Indian Bank Apps,0.33,88.52,0.0,0.0,0.0,3.17,0.33,91.69,2023,aug
1305,Bank of India Apps,0.29,85.09,0.0,0.0,0.0,0.0,0.29,85.09,2023,aug
1306,South Indian Bank Apps,0.28,77.42,0.0,0.0,0.0,0.0,0.28,77.42,2023,aug
1307,Fino Payments bank Apps,0.21,15.43,0.0,0.0,0.0,0.0,0.21,15.43,2023,aug
1308,HSBC Bank Apps,0.17,98.09,0.0,0.1,0.0,0.0,0.17,98.19,2023,aug
1309,BPAYWALLET,0.15,32.07,0.0,0.0,0.0,0.0,0.15,32.07,2023,aug
1310,Fave,0.12,7.54,0.0,0.0,0.0,0.0,0.12,7.54,2023,aug
1311,TataNeu,0.1,16.09,0.0,0.0,0.0,0.0,0.1,16.09,2023,aug
1312,Tamilnad Mercantile Bank Apps,0.1,25.45,0.0,0.0,0.0,0.0,0.1,25.45,2023,aug
1313,Ultracash,0.09,6.17,0.0,0.0,0.0,0.0,0.09,6.17,2023,aug
1314,Citi Bank Apps,0.08,58.11,0.0,0.0,0.0,0.0,0.08,58.11,2023,aug
1315,Indian Overseas Bank Apps,0.07,19.01,0.0,0.0,0.0,0.0,0.07,19.01,2023,aug
1316,City Union Bank Apps,0.07,19.79,0.0,0.0,0.0,0.0,0.07,19.79,2023,aug
1317,IDBI Bank Apps,0.06,31.69,0.0,0.0,0.0,0.0,0.06,31.69,2023,aug
1318,INDIE,0.05,12.6,0.0,0.0,0.0,0.0,0.05,12.6,2023,aug
1319,Bank of Maharashtra Apps,0.05,8.18,0.0,0.0,0.0,0.0,0.05,8.18,2023,aug
1320,Karur Vysya Bank Apps,0.05,16.11,0.0,0.0,0.0,0.0,0.05,16.11,2023,aug
1321,MakeMyTrip,0.04,20.49,0.0,0.0,0.0,0.0,0.04,20.49,2023,aug
1322,Shriram One,0.04,2.33,0.0,0.0,0.0,0.0,0.04,2.33,2023,aug
1323,Equitas Small Finance Bank Apps,0.03,19.23,0.0,0.0,0.0,0.0,0.03,19.23,2023,aug
1324,NSDL Payments Bank Apps,0.03,5.39,0.0,0.0,0.0,0.0,0.03,5.39,2023,aug
1325,Allahabad Bank Apps,0.03,7.81,0.0,0.0,0.0,0.0,0.03,7.81,2023,aug
1326,Punjab Sind Bank Apps,0.03,12.74,0.0,0.0,0.0,0.0,0.03,12.74,2023,aug
1327,DHANI,0.03,4.2,0.0,0.0,0.0,0.0,0.03,4.2,2023,aug
1328,Utkarsh Small Finance Bank Apps,0.02,6.67,0.0,0.0,0.0,0.0,0.02,6.67,2023,aug
1329,Jammu and Kashmir Bank Apps,0.01,2.8,0.0,0.0,0.0,0.0,0.01,2.8,2023,aug
1330,DIGIKHATA,0.01,3.81,0.0,0.0,0.0,0.0,0.01,3.81,2023,aug
1331,ZOICICI,0.01,1.0,0.0,0.0,0.0,0.0,0.01,1.0,2023,aug
1332,Dhanlaxmi Bank Apps,0.01,3.02,0.0,0.0,0.0,0.0,0.01,3.02,2023,aug
1333,GoIbibo,0.01,2.99,0.0,0.0,0.0,0.0,0.01,2.99,2023,aug
1334,SURYODAY,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.03,2023,aug
1335,Bandhan Bank Apps,0.01,0.87,0.0,0.0,0.0,0.0,0.01,0.87,2023,aug
1336,Others,0.03,8.45,0.0,0.0,0.0,0.01,0.03,8.46,2023,aug
1337,PhonePe,4972.81,774845.98,0.0,0.0,0.0,0.0,4972.81,774845.98,2023,sept
1338,Google Pay,3780.89,541624.06,0.0,0.0,0.0,0.0,3780.89,541624.06,2023,sept
1339,Paytm Payments Bank App,1333.38,153708.6,3.47,8.06,0.58,935.71,1451.99,176865.46,2023,sept
1340,Cred,86.5,31558.2,0.0,0.0,0.0,0.0,86.5,31558.2,2023,sept
1341,Axis Bank Apps,8.93,1721.75,59.77,1856.5,0.06,6.66,68.76,3584.91,2023,sept
1342,Amazon Pay,48.78,5386.29,0.0,0.0,0.0,0.0,48.78,5386.29,2023,sept
1343,ICICI Bank Apps,25.9,9874.7,4.05,359.88,7.58,9818.34,37.52,20052.91,2023,sept
1344,Yes Bank Apps,28.09,10794.85,0.0,0.0,0.41,53.11,28.49,10847.96,2023,sept
1345,BHIM,24.15,8005.18,0.0,0.0,0.0,0.0,24.15,8005.18,2023,sept
1346,FAM,22.88,263.37,0.0,0.0,0.0,0.0,22.88,263.37,2023,sept
1347,Kotak Mahindra Bank Apps,21.57,3737.25,0.0,0.0,0.0,0.01,21.57,3737.26,2023,sept
1348,WhatsApp,20.55,1732.15,0.0,0.0,0.0,0.0,20.55,1732.15,2023,sept
1349,HDFC Bank Apps,18.87,4739.38,0.0,0.0,0.0,0.0,18.87,4739.39,2023,sept
1350,Bajaj Finserv,14.14,2069.98,0.0,0.0,0.0,0.0,14.14,2069.98,2023,sept
1351,Airtel Payments Bank Apps,10.45,747.05,0.0,0.0,0.0,0.04,10.46,747.21,2023,sept
1352,Groww,6.5,3596.95,0.0,0.0,0.0,0.0,6.5,3596.95,2023,sept
1353,Samsung Pay,5.81,528.2,0.0,0.0,0.0,0.0,5.81,528.2,2023,sept
1354,Federal Bank Apps,5.54,692.03,0.0,0.0,0.0,0.0,5.54,692.03,2023,sept
1355,State Bank of India Apps,5.4,2130.26,0.0,0.0,0.02,0.64,5.42,2130.89,2023,sept
1356,India Post Payments Bank Apps,5.28,447.37,0.0,0.0,0.0,0.0,5.28,447.37,2023,sept
1357,IDFC Bank Apps,4.42,1109.67,0.0,0.0,0.0,0.0,4.42,1109.67,2023,sept
1358,Jupiter,4.05,529.64,0.0,0.0,0.0,0.0,4.05,529.64,2023,sept
1359,Mobikwik,3.92,1182.65,0.0,0.0,0.0,0.0,3.92,1182.65,2023,sept
1360,Standard Chartered Bank Apps,1.72,148.27,0.0,0.0,0.31,182.94,2.03,331.21,2023,sept
1361,Deutsche Bank Apps,1.93,315.27,0.0,0.0,0.0,0.02,1.93,315.29,2023,sept
1362,Canara Bank Apps,1.89,569.48,0.0,0.0,0.0,0.0,1.89,569.48,2023,sept
1363,RBL Bank Apps,1.34,565.87,0.0,0.0,0.26,9.74,1.6,575.61,2023,sept
1364,Jio Payments Bank Apps,1.44,108.84,0.0,0.0,0.0,0.0,1.44,108.84,2023,sept
1365,Bank of Baroda Apps,1.22,470.91,0.0,0.0,0.0,5.52,1.22,476.43,2023,sept
1366,slice,1.06,310.9,0.0,0.0,0.0,0.0,1.06,310.9,2023,sept
1367,Punjab National Bank Apps,1.0,197.93,0.0,0.0,0.0,0.0,1.0,197.93,2023,sept
1368,OMNI,0.98,36.12,0.0,0.0,0.0,0.0,0.98,36.12,2023,sept
1369,IndusInd Bank Apps,0.89,182.26,0.0,0.0,0.0,0.0,0.89,182.26,2023,sept
1370,Union Bank Apps,0.87,324.39,0.0,0.0,0.0,0.0,0.87,324.39,2023,sept
1371,AU Small Finance Bank Apps,0.66,214.25,0.0,0.0,0.0,0.0,0.66,214.25,2023,sept
1372,GOAXB,0.64,74.94,0.0,0.0,0.0,0.0,0.64,74.94,2023,sept
1373,Karnataka Bank Apps,0.62,125.7,0.0,0.0,0.0,0.0,0.62,125.7,2023,sept
1374,DBS Digibank Apps,0.45,178.89,0.0,0.0,0.0,0.53,0.45,179.42,2023,sept
1375,Central Bank of India Apps,0.4,94.84,0.0,0.0,0.0,0.38,0.4,95.22,2023,sept
1376,UCO Bank Apps,0.37,127.06,0.0,0.0,0.0,0.0,0.37,127.06,2023,sept
1377,Indian Bank Apps,0.32,89.16,0.0,0.0,0.01,60.16,0.33,149.32,2023,sept
1378,Bank of India Apps,0.28,86.17,0.0,0.0,0.0,0.0,0.28,86.17,2023,sept
1379,NAVIAXIS,0.27,17.75,0.0,0.0,0.0,0.0,0.27,17.75,2023,sept
1380,South Indian Bank Apps,0.26,72.9,0.0,0.0,0.0,0.0,0.26,72.9,2023,sept
1381,Fino Payments bank Apps,0.22,15.99,0.0,0.0,0.0,0.0,0.22,15.99,2023,sept
1382,BPAYWALLET,0.19,42.31,0.0,0.0,0.0,0.0,0.19,42.31,2023,sept
1383,HSBC Bank Apps,0.16,101.08,0.0,0.12,0.0,0.0,0.16,101.2,2023,sept
1384,Tamilnad Mercantile Bank Apps,0.1,26.99,0.0,0.0,0.0,0.0,0.1,26.99,2023,sept
1385,TataNeu,0.09,14.82,0.0,0.0,0.0,0.0,0.09,14.82,2023,sept
1386,Fave,0.09,6.34,0.0,0.0,0.0,0.0,0.09,6.34,2023,sept
1387,Ultracash,0.08,4.77,0.0,0.0,0.0,0.0,0.08,4.77,2023,sept
1388,Citi Bank Apps,0.08,61.34,0.0,0.0,0.0,0.0,0.08,61.34,2023,sept
1389,INDIE,0.07,16.09,0.0,0.0,0.0,0.0,0.07,16.09,2023,sept
1390,Indian Overseas Bank Apps,0.07,19.12,0.0,0.0,0.0,0.0,0.07,19.12,2023,sept
1391,City Union Bank Apps,0.07,20.6,0.0,0.0,0.0,0.0,0.07,20.6,2023,sept
1392,IDBI Bank Apps,0.06,32.31,0.0,0.0,0.0,0.0,0.06,32.31,2023,sept
1393,Bank of Maharashtra Apps,0.05,8.55,0.0,0.0,0.0,0.0,0.05,8.55,2023,sept
1394,Karur Vysya Bank Apps,0.04,15.87,0.0,0.0,0.0,0.0,0.04,15.87,2023,sept
1395,MakeMyTrip,0.04,21.32,0.0,0.0,0.0,0.0,0.04,21.32,2023,sept
1396,SHRIRAM,0.03,2.8,0.0,0.0,0.0,0.0,0.03,2.8,2023,sept
1397,NSDL Payments Bank Apps,0.03,5.78,0.0,0.0,0.0,0.0,0.03,5.78,2023,sept
1398,Equitas Small Finance Bank Apps,0.03,19.39,0.0,0.0,0.0,0.0,0.03,19.39,2023,sept
1399,DIGIKHATA,0.03,10.8,0.0,0.0,0.0,0.0,0.03,10.8,2023,sept
1400,SLICE,0.03,3.8,0.0,0.0,0.0,0.0,0.03,3.8,2023,sept
1401,Allahabad Bank Apps,0.03,7.15,0.0,0.0,0.0,0.0,0.03,7.15,2023,sept
1402,Punjab Sind Bank Apps,0.03,12.32,0.0,0.0,0.0,0.0,0.03,12.32,2023,sept
1403,DHANI,0.02,2.58,0.0,0.0,0.0,0.0,0.02,2.58,2023,sept
1404,Utkarsh Small Finance Bank Apps,0.02,6.63,0.0,0.0,0.0,0.0,0.02,6.63,2023,sept
1405,Jammu and Kashmir Bank Apps,0.01,2.56,0.0,0.0,0.0,0.0,0.01,2.56,2023,sept
1406,Dhanlaxmi Bank Apps,0.01,3.46,0.0,0.0,0.0,0.0,0.01,3.46,2023,sept
1407,GoIbibo,0.01,2.34,0.0,0.0,0.0,0.0,0.01,2.34,2023,sept
1408,Others,0.06,10.18,0.0,0.0,0.0,0.06,0.06,10.25,2023,sept
1409,Airtel Payments Bank Apps,11.32,778.26,0.0,0.0,0.0,0.0,11.62,810.65,2023,oct
1410,Allahabad Bank Apps,0.03,7.3,0.0,0.0,0.0,0.0,0.03,7.3,2023,oct
1411,Amazon Pay,54.39,6297.17,0.0,0.0,0.0,0.0,54.39,6297.17,2023,oct
1412,AU Small Finance Bank Apps,0.71,235.99,0.0,0.0,0.0,0.0,0.71,235.99,2023,oct
1413,Axis Bank Apps,12.1,2202.41,62.24,2721.47,0.08,7.63,74.42,4931.5,2023,oct
1414,Bajaj Finserv,14.19,2373.17,0.0,0.0,0.0,0.0,14.19,2373.17,2023,oct
1415,Bajaj Finserv PPI,0.23,48.79,0.0,0.0,0.0,0.0,0.23,48.79,2023,oct
1416,Bank of Baroda Apps,0.93,393.21,0.0,0.0,0.0,4.28,0.93,397.49,2023,oct
1417,Bank of India Apps,0.27,93.46,0.0,0.0,0.0,0.0,0.27,93.46,2023,oct
1418,Bank of Maharashtra Apps,0.06,10.85,0.0,0.0,0.0,0.0,0.06,10.85,2023,oct
1419,BHIM,25.74,8174.71,0.0,0.0,0.0,0.0,25.74,8174.71,2023,oct
1420,Canara Bank Apps,2.21,665.24,0.0,0.0,0.01,0.19,2.22,665.43,2023,oct
1421,Central Bank of India Apps,0.52,114.69,0.0,0.0,0.0,0.24,0.52,114.94,2023,oct
1422,Citi Bank Apps,0.08,66.07,0.0,0.0,0.0,0.0,0.08,66.07,2023,oct
1423,City Union Bank Apps,0.07,21.55,0.0,0.0,0.0,0.0,0.07,21.55,2023,oct
1424,Cred,94.52,34691.49,0.0,0.0,0.0,0.0,94.52,34691.49,2023,oct
1425,DBS Digibank Apps,0.5,197.14,0.0,0.0,0.0,0.56,0.51,197.7,2023,oct
1426,Deutsche Bank Apps,2.37,350.45,0.0,0.0,0.0,0.02,2.37,350.47,2023,oct
1427,Dhani PPI,0.02,1.49,0.0,0.0,0.0,0.0,0.02,1.49,2023,oct
1428,Digikhata PPI,0.04,15.33,0.0,0.0,0.0,0.0,0.04,15.33,2023,oct
1429,Equitas Small Finance Bank Apps,0.03,21.65,0.0,0.0,0.0,0.0,0.03,21.65,2023,oct
1430,Fampay PPI,27.54,314.13,0.0,0.0,0.0,0.0,27.54,314.13,2023,oct
1431,Fave,0.11,10.38,0.0,0.0,0.0,0.0,0.11,10.38,2023,oct
1432,Federal Bank Apps,5.89,720.68,0.0,0.0,0.0,0.0,5.89,720.68,2023,oct
1433,Fino Payments bank Apps,0.27,20.01,0.0,0.0,0.0,0.0,0.27,20.01,2023,oct
1434,GoKiwi,0.76,79.21,0.0,0.0,0.0,0.0,0.76,79.21,2023,oct
1435,Google Pay,4139.92,589299.18,0.0,0.0,0.0,0.0,4139.92,589299.18,2023,oct
1436,Groww,5.89,3354.83,0.0,0.0,0.0,0.0,5.89,3354.83,2023,oct
1437,HDFC Bank Apps,21.35,5453.76,0.0,0.0,0.0,0.0,21.35,5453.76,2023,oct
1438,HSBC Bank Apps,0.18,105.98,0.0,0.08,0.0,0.0,0.18,106.07,2023,oct
1439,ICICI Bank Apps,27.54,11273.3,4.82,437.19,6.52,9607.29,38.88,21317.78,2023,oct
1440,IDBI Bank Apps,0.07,36.89,0.0,0.0,0.0,0.0,0.07,36.89,2023,oct
